null,null,it is up to the caller to free xmlGetProp_APIParam_0 with xmlFree_APIName,it is up to the caller to free xmlGetProp_APIParam_0 with xmlFree_APIName,libxml2
null,null,it is up to the caller to free xmlNodeGetContent_APIParam_0 with xmlFree_APIName,it is up to the caller to free xmlNodeGetContent_APIParam_0 with xmlFree_APIName,libxml2
null,null,"xmlParseFile_APIName returns the resulting document tree if the file was wellformed, NULL otherwise","xmlParseFile_APIName returns the resulting document tree if the xmlParseFile_APIParam_1 was wellformed, NULL otherwise",libxml2
null,null,xmlDocGetRootElement_APIName returns the #xmlNodePtr for the root or NULL,xmlDocGetRootElement_APIName returns the xmlDocGetRootElement_APIParam_0 for the root or NULL,libxml2
null,null,xmlAutomataGetInitState_APIName returns the initial state of the automata,xmlAutomataGetInitState_APIName returns the initial xmlAutomataGetInitState_APIParam_0 of the xmlAutomataGetInitState_APIParam_1,libxml2
null,null,xmlAutomataNewCountTrans_APIParam_3 is the target point of the transition or NULL,xmlAutomataNewCountTrans_APIParam_3 is the target point of the xmlAutomataNewCountTrans_APIParam_3 or NULL,libxml2
null,null,xmlAutomataNewCountTrans2_APIParam_3 is the target point of the transition or NULL,xmlAutomataNewCountTrans2_APIParam_3 is the target point of the xmlAutomataNewCountTrans2_APIParam_3 or NULL,libxml2
null,null,xmlAutomataNewAllTrans_APIParam_3 is the target point of the transition or NULL,xmlAutomataNewAllTrans_APIParam_3 is the target point of the xmlAutomataNewAllTrans_APIParam_3 or NULL,libxml2
null,null,xmlAutomataNewCountedTrans_APIParam_3 is the target point of the transition or NULL,xmlAutomataNewCountedTrans_APIParam_3 is the target point of the xmlAutomataNewCountedTrans_APIParam_3 or NULL,libxml2
null,null,xmlAutomataNewCounterTrans_APIParam_3 is the target point of the transition or NULL,xmlAutomataNewCounterTrans_APIParam_3 is the target point of the xmlAutomataNewCounterTrans_APIParam_3 or NULL,libxml2
null,null,xmlAutomataNewEpsilon_APIParam_3 is the target point of the transition or NULL,xmlAutomataNewEpsilon_APIParam_3 is the target point of the xmlAutomataNewEpsilon_APIParam_3 or NULL,libxml2
null,null,xmlAutomataNewOnceTrans_APIParam_3 is the target point of the transition or NULL,xmlAutomataNewOnceTrans_APIParam_3 is the target point of the xmlAutomataNewOnceTrans_APIParam_3 or NULL,libxml2
null,null,xmlAutomataNewNegTrans_APIParam_3 is the target point of the transition or NULL,xmlAutomataNewNegTrans_APIParam_3 is the target point of the xmlAutomataNewNegTrans_APIParam_3 or NULL,libxml2
null,null,xmlAutomataNewOnceTrans2_APIParam_3 is the target point of the transition or NULL,xmlAutomataNewOnceTrans2_APIParam_3 is the target point of the xmlAutomataNewOnceTrans2_APIParam_3 or NULL,libxml2
